SKU,Description,Name,Price,Short Description,Image
OA9362-M,"<p>Mill Finish Aluminum Channel: Fits 2-1/2"" Material</p><ul><li>3"" W x 2"" H x 1/4"" Wall ( 3"" W x 2"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-1/2""",124.8,"<ul><li>3"" W x 2"" H x 1/4"" Wall ( 3"" W x 2"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9362.jpg
OA9363-M,"<p>Mill Finish Aluminum Channel: Fits 3-1/2"" Material</p><ul><li>4"" W x 1"" H x 1/4"" Wall ( 4"" W x 1"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3-1/2""",105.6,"<ul><li>4"" W x 1"" H x 1/4"" Wall ( 4"" W x 1"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9363.jpg
OA9364-M,"<p>Mill Finish Aluminum Channel: Fits 3-1/2"" Material</p><ul><li>4"" W x 2"" H x 1/4"" Wall ( 4"" W x 2"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3-1/2""",144,"<ul><li>4"" W x 2"" H x 1/4"" Wall ( 4"" W x 2"" H x 0.25"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9364.jpg
OA7082-A,"Clear Anodized Aluminum Channel to Fit 1/4"" Material with .020"" Radiused Outside Corners

</li><li>3/8"" W x 3/8"" H x 1/16"" Wall (.374"" x .374"" x .060"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/4""",6.95,"</li><li>3/8"" W x 3/8"" H x 1/16"" Wall (.374"" x .374"" x .060"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/0/7082_3.jpg
OA7401-A,"Clear Anodized Aluminum Channel to Fit 1/4"" Material

</li><li>3/8"" W x 7/16"" H x 1/16"" Wall (.374"" x .438"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/4""",8.57,"</li><li>3/8"" W x 7/16"" H x 1/16"" Wall (.374"" x .438"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7401_1.jpg
OA6662-A,"Clear Anodized Aluminum Channel to Fit 1/4"" Material

</li><li>3/8"" W x 1/2"" H x 1/16"" Wall (.375"" x .500"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/4""",10.08,"</li><li>3/8"" W x 1/2"" H x 1/16"" Wall (.375"" x .500"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/6/6/6662_3.jpg
OA7402-A,"Clear Anodized Aluminum Channel to Fit Between 1/4"" - 17/64"" Material

</li><li>3/8"" W x 15/16"" H x 1/16"" Wall (.390"" x .938"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/4""",11.97,"</li><li>3/8"" W x 15/16"" H x 1/16"" Wall (.390"" x .938"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7402_1.jpg
OA3381-A,"Clear Anodized Aluminum Channel to Fit 1/4"" Material

</li><li>1/2"" W x 1"" H x 1/8"" Wall (.500"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/4""",20.51,"</li><li>1/2"" W x 1"" H x 1/8"" Wall (.500"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/3/3/3381_3.jpg
OA7131-A,"Clear Anodized Aluminum Channel to Fit 9/32"" Material

</li><li>17/32"" W x 1"" H x 1/8"" Wall (.531"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 9/32""",20.76,"</li><li>17/32"" W x 1"" H x 1/8"" Wall (.531"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/1/7131_3.jpg
OA7403-A,"Clear Anodized Aluminum Channel to Fit 3/8"" Material

</li><li>1/2"" W x 5/16"" H x 1/16"" Wall (.499"" x .312"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 3/8""",8.12,"</li><li>1/2"" W x 5/16"" H x 1/16"" Wall (.499"" x .312"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7403_1.jpg
OA2303-A,"Clear Anodized Aluminum Channel to Fit 3/8"" Material

</li><li>1/2"" W x 1/2"" H x 1/16"" Wall (.500"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 3/8""",8.49,"</li><li>1/2"" W x 1/2"" H x 1/16"" Wall (.500"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/3/2303_3.jpg
OA7404-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material

</li><li>5/8"" W x 9/16"" H x 1/16"" Wall (.624"" x .562"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",10.27,"</li><li>5/8"" W x 9/16"" H x 1/16"" Wall (.624"" x .562"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7404_1.jpg
OA1195-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material with Radiused Inside Edges (.125"") and Ends (.062"")

</li><li>5/8"" W x 7/8"" H x 1/16"" Wall (.625"" x .873"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",12.28,"</li><li>5/8"" W x 7/8"" H x 1/16"" Wall (.625"" x .873"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/1/1/1195_3.jpg
OA1801-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material

</li><li>11/16"" W x 1/2"" H x 1/16"" Wall (.687"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",9.21,"</li><li>11/16"" W x 1/2"" H x 1/16"" Wall (.687"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/1/8/1801_3.jpg
OA2022-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material

</li><li>3/4"" W x 1/2"" H x 3/32"" Wall (.750"" x .500"" x .090"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",11.97,"</li><li>3/4"" W x 1/2"" H x 3/32"" Wall (.750"" x .500"" x .090"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/0/2022_3.jpg
OA4434-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material with .062"" Radiused Inside Corners

</li><li>3/4"" W x 3/4"" H x 1/8"" Wall (.750"" x .750"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",18.51,"</li><li>3/4"" W x 3/4"" H x 1/8"" Wall (.750"" x .750"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/4/4/4434_3.jpg
OA1077-A,"Clear Anodized Aluminum Channel to Fit 1/2"" Material

</li><li>3/4"" W x 1"" H x 1/8"" Wall (.750"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",22.45,"</li><li>3/4"" W x 1"" H x 1/8"" Wall (.750"" x 1.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/1/0/1077_6.jpg
OA1665-A,"Clear Anodized Aluminum Channel to Fit 5/8"" Material

</li><li>3/4"" W x 1/2"" H x 1/16"" Wall (.750"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 5/8""",9.46,"</li><li>3/4"" W x 1/2"" H x 1/16"" Wall (.750"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/1/6/1665_3.jpg
OA7406-A,"Clear Anodized Aluminum Channel to Fit 3/4"" Material, Taller Leg Height and Thicker Wall Than Part OA7405.

</li><li>1"" W x 3/4"" H x 1/8"" Wall (1.000"" x .750"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 3/4""",20.13,"</li><li>1"" W x 3/4"" H x 1/8"" Wall (1.000"" x .750"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7406_1.jpg
OA5863-A,"Clear Anodized Aluminum Channel to Fit 7/8"" Material

</li><li>1"" W x 1/2"" H x 1/16"" Wall (1.00"" x .500"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 7/8""",10.53,"</li><li>1"" W x 1/2"" H x 1/16"" Wall (1.00"" x .500"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/8/5863_6.jpg
OA2746-A,"Clear Anodized Aluminum Channel to Fit 7/8"" Material

</li><li>1"" W x 1"" H x 1/16"" Wall (1.00"" x 1.00"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 7/8""",14.38,"</li><li>1"" W x 1"" H x 1/16"" Wall (1.00"" x 1.00"" x .063"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/7/2746_3.jpg
OA1435-A,"Clear Anodized Aluminum Channel to Fit 1"" Material

</li><li>1-1/8"" W x 1/2"" H x 1/16"" Wall (1.125"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1""",11,"</li><li>1-1/8"" W x 1/2"" H x 1/16"" Wall (1.125"" x .500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/1/4/1435_1.jpg
OA7407-A,"Clear Anodized Aluminum Channel to Fit 1"" Material

</li><li>1-1/8"" W x 13/16"" H x 1/16"" Wall (1.124"" x .812"" x .062"")

</li><li>6 Foot Cut Length

</li><li>Clear Anodized Finish, Per MIL-A-8625F

</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1""",13.69,"</li><li>1-1/8"" W x 13/16"" H x 1/16"" Wall (1.124"" x .812"" x .062"")

</li><li>6 Foot Cut Length

</li><li>Clear Anodized Finish, Per MIL-A-8625F

</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",/7/4/7407_1.jpg
OA2046-A,"Clear Anodized Aluminum Channel to Fit 1-3/8"" Material

</li><li>1-1/2"" W x 3/4"" H x 1/16"" Wall (1.500"" x .750"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1-3/8""",14.83,"</li><li>1-1/2"" W x 3/4"" H x 1/16"" Wall (1.500"" x .750"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/0/2046_3.jpg
OA2900-A,"Clear Anodized Aluminum Channel to Fit 1-5/8"" Material 

</li><li>1-3/4"" W x 13/16"" H x 1/16"" Wall (1.750"" x .812"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1-5/8""",16.11,"</li><li>1-3/4"" W x 13/16"" H x 1/16"" Wall (1.750"" x .812"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/9/2900_3.jpg
OA7071-A,"Clear Anodized Aluminum Channel to Fit 1-3/4"" Material with .190"" Radiused Outside Corners

</li><li>2"" W x 2"" H x 1/8"" Wall (2.00"" x 2.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1-3/4""",48.17,"</li><li>2"" W x 2"" H x 1/8"" Wall (2.00"" x 2.00"" x .125"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/0/7071_3.jpg
OA2164-A,"Clear Anodized Aluminum Channel to Fit 1-13/16"" Material with .125"" Radiused Inside Corners and .094"" Radiused Ends

</li><li>2"" W x 3/4"" H x 3/32"" Wall (2.00"" x .750"" x .094"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1-13/16""",22.55,"</li><li>2"" W x 3/4"" H x 3/32"" Wall (2.00"" x .750"" x .094"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/1/2164_3.jpg
OA2137-A,"Clear Anodized Aluminum Channel to Fit 1-7/8"" Material

</li><li>2"" W x 3/4"" H x 1/16"" Wall (2.00"" x .750"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1-7/8""",27.57,"</li><li>2"" W x 3/4"" H x 1/16"" Wall (2.00"" x .750"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/2/1/2137_3.jpg
OA7979-6,"Clear Anodized Aluminum Divider Bar to Join 1/16"" Material with a 5/16"" Reveal

</li><li>1/16"" W x 5/16"" F x 1"" B x 3/64"" Wall (.070"" x .313"" x 1.00"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Divider Bar - 1/16""",4.84,"</li><li>1/16"" W x 5/16"" F x 1"" B x 3/64"" Wall (.070"" x .313"" x 1.00"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/9/7979_2.jpg
OA3355-6,"Clear Anodized Aluminum Divider Bar to Join 1/8"" Material with a 1/2"" Reveal

</li><li>1/8"" W x 1/2"" F x 1-1/4"" B x 3/64"" Wall (.168"" x .500"" x 1.250"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Divider Bar - 1/8""",6.18,"</li><li>1/8"" W x 1/2"" F x 1-1/4"" B x 3/64"" Wall (.168"" x .500"" x 1.250"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/3/3/3355_2.jpg
OA7420-3,"Brite-Dip Anodized Aluminum Divider Bar to Join 1/4"" Material with a 1/2"" Reveal

</li><li>1/4"" W x 1/2"" F x 1-3/8"" B x 3/64"" Wall (.258"" x .500"" x 1.375"" x .040"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper","Divider Bar - 1/4""",7.41,"</li><li>1/4"" W x 1/2"" F x 1-3/8"" B x 3/64"" Wall (.258"" x .500"" x 1.375"" x .040"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5",/7/4/7420.jpg
OA7420-6,"Brite-Dip Anodized Aluminum Divider Bar to Join 1/4"" Material with a 1/2"" Reveal

</li><li>1/4"" W x 1/2"" F x 1-3/8"" B x 3/64"" Wall (.258"" x .500"" x 1.375"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper","Divider Bar - 1/4""",12.97,"</li><li>1/4"" W x 1/2"" F x 1-3/8"" B x 3/64"" Wall (.258"" x .500"" x 1.375"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5",/7/4/7420_1.jpg
OA7418-6,"Clear Anodized Aluminum Divider Bar to Join 1/2"" Material with a 5/8"" Reveal

</li><li>1/2"" W x 5/8"" F x 1-1/4"" B x 1/16"" Wall (.500"" x .625"" x 1.250"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Divider Bar - 1/2""",16.03,"</li><li>1/2"" W x 5/8"" F x 1-1/4"" B x 1/16"" Wall (.500"" x .625"" x 1.250"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7418_1.jpg
OA7889,"Mechanically Polished Aluminum Protective Edge Molding Designed to Join 1/4"" Material at 90 Degrees for an Outside Corner

</li><li>1/4"" W x 1/4"" H x 3/64"" Wall (.280"" x .290"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish A2, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Outside Corner - Fits 1/4""",9.98,"</li><li>1/4"" W x 1/4"" H x 3/64"" Wall (.280"" x .290"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish
</li><li>6063-T5",/7/8/7889_1.jpg
OA7890,"Mechanically Polished Aluminum Protective Edge Molding Designed to Join 1/4"" Material at 90 Degrees for an Inside Corner

</li><li>1/4"" W x 1/4"" H x 3/64"" Wall (.280"" x .250"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish A2, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Inside Corner - Fits 1/4""",10.18,"</li><li>1/4"" W x 1/4"" H x 3/64"" Wall (.280"" x .250"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish
</li><li>6063-T5",/7/8/7890_1.jpg
OA7249,"Clear Anodized Aluminum Protective Edge Molding Designed to Join 19/64"" Material at 90 Degrees for an Outside Corner

</li><li>19/64"" W x 39/64"" H x 3/64"" Wall (.300"" x .600"" x .045"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Outside Corner - Fits 19/64""",14.1,"</li><li>19/64"" W x 39/64"" H x 3/64"" Wall (.300"" x .600"" x .045"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish
</li><li>6063-T5",/7/2/7249.jpg
OA7891,"Mechanically Polished Aluminum Protective Edge Molding Designed to Join 1/2"" Material at 90 Degrees for an Outside Corner

</li><li>1/2"" W x 1/2"" H x 3/64"" Wall (.520"" x .530"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish A2, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
","Outside Corner - Fits 1/2""",11.03,"</li><li>1/2"" W x 1/2"" H x 3/64"" Wall (.520"" x .530"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish
</li><li>6063-T5",/7/8/7891_1.jpg
OA7892,"Mechanically Polished Aluminum Protective Edge Molding Designed to Join 1/2"" Material at 90 Degrees for an Inside Corner

</li><li>1/2"" W x 3/16"" H x 3/64"" Wall (.520"" x .188"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish A2, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
","Inside Corner - Fits 1/2""",11.33,"</li><li>1/2"" W x 3/16"" H x 3/64"" Wall (.520"" x .188"" x .040"")
</li><li>6 Foot Cut Length
</li><li>Mechanical Polish Finish
</li><li>6063-T5",/7/8/7892_1.jpg
OA7856,"Aluminum, 5 mm Diameter Rod

</li><li>5 mm (.197"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 5 mm,2.01,"</li><li>5 mm (.197"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7856_2.jpg
OA7858,"Aluminum, 7 mm Diameter Rod

</li><li>7 mm (.276"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 7 mm,3.23,"</li><li>7 mm (.276"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7858_2.jpg
OA7859,"Aluminum, 8 mm Diameter Rod

</li><li>8 mm (.315"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 8 mm,4.22,"</li><li>8 mm (.315"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7859_2.jpg
OA7860,"Aluminum, 9 mm Diameter Rod

</li><li>9 mm (.354"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 9 mm,5.29,"</li><li>9 mm (.354"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7860_2.jpg
OA7861,"Aluminum, 10 mm Diameter Rod

</li><li>10 mm (.394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 10 mm,6.55,"</li><li>10 mm (.394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7861_2.jpg
OA7862,"Aluminum, 12 mm Diameter Rod

</li><li>12 mm (.472"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 12 mm,8.52,"</li><li>12 mm (.472"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7862_2.jpg
OA7863,"Aluminum, 14 mm Diameter Rod

</li><li>14 mm (.551"")

</li><li>6 Foot Cut Length

</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)

</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 14 mm,11.63,"</li><li>14 mm (.551"")

</li><li>6 Foot Cut Length

</li><li>Mill Finish

</li><li>6061-T6",/7/8/7863_2.jpg
OA7864,"Aluminum, 15 mm Diameter Rod

</li><li>15 mm (.591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 15 mm,13.71,"</li><li>15 mm (.591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7864_2.jpg
OA7865,"Aluminum, 16 mm Diameter Rod

</li><li>16 mm (.630"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 16 mm,15.53,"</li><li>16 mm (.630"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7865_2.jpg
OA7866,"Aluminum, 20 mm Diameter Rod

</li><li>20 mm (.787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Round Rod : 20 mm,26.24,"</li><li>20 mm (.787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/8/7866_2.jpg
OA7408-6,"Clear Anodized J Cap Aluminum Trim to Fit 1/16"" Material with 3/16"" Reveal

</li><li>1/16"" W x 3/16"" H x 23/32"" H (.068"" x .188"" x .718"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant
Architectural Grade Alloy, T5 Temper
","J-Cap - Fits  1/16""",8.79,"</li><li>1/16"" W x 3/16"" H x 23/32"" H (.068"" x .188"" x .718"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7408_1_5.jpg
